resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"Full Stack Developer with 10 years of experience. Skilled in React, Node.js, MongoDB, Express, REST API. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cybersecurity Analyst. Required skills include SIEM, Network Security, Linux, SOC, Risk Analysis. Candidate should possess strong communication skills and relevant industry experience.",0.14,low,low,30,25
"Data Analyst with 5 years of experience. Skilled in Python, SQL, Power BI, Tableau, Excel. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a AI Engineer. Required skills include LLMs, Python, NLP, Transformers, Vector DB. Candidate should possess strong communication skills and relevant industry experience.",0.19,low,low,29,24
"Healthcare Analyst with 8 years of experience. Skilled in Healthcare Data, Excel, SQL, Reporting, Statistics. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Marketing Manager. Required skills include SEO, Content Marketing, Analytics, Branding, Campaigns. Candidate should possess strong communication skills and relevant industry experience.",0.06,low,low,29,24
"AI Engineer with 5 years of experience. Skilled in LLMs, Python, NLP, Transformers, Vector DB. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a HR Specialist. Required skills include Recruitment, Onboarding, Communication, HRMS, Employee Relations. Candidate should possess strong communication skills and relevant industry experience.",0.21,low,low,29,24
"Business Analyst with 4 years of experience. Skilled in SQL, Excel, Power BI, Communication, Reporting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a DevOps Engineer. Required skills include Docker, Kubernetes, CI/CD, AWS, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.14,low,low,29,23
"Cloud Engineer with 3 years of experience. Skilled in AWS, Docker, Kubernetes, Terraform, Linux. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a AI Engineer. Required skills include LLMs, Python, NLP, Transformers, Vector DB. Candidate should possess strong communication skills and relevant industry experience.",0.23,low,low,28,24
"Marketing Manager with 2 years of experience. Skilled in SEO, Content Marketing, Analytics, Branding, Campaigns. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a ML Engineer. Required skills include Python, PyTorch, TensorFlow, Deep Learning, MLOps. Candidate should possess strong communication skills and relevant industry experience.",0.06,low,low,29,24
"Sales Manager with 10 years of experience. Skilled in CRM, Sales, Leadership, Negotiation, Forecasting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Backend Developer. Required skills include Java, Spring Boot, SQL, REST API, Docker. Candidate should possess strong communication skills and relevant industry experience.",0.2,low,low,28,25
"DevOps Engineer with 5 years of experience. Skilled in Docker, Kubernetes, CI/CD, AWS, Linux. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a HR Specialist. Required skills include Recruitment, Onboarding, Communication, HRMS, Employee Relations. Candidate should possess strong communication skills and relevant industry experience.",0.14,low,low,28,24
"Cybersecurity Analyst with 5 years of experience. Skilled in SIEM, Network Security, Linux, SOC, Risk Analysis. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Healthcare Analyst. Required skills include Healthcare Data, Excel, SQL, Reporting, Statistics. Candidate should possess strong communication skills and relevant industry experience.",0.19,low,low,30,24
"Backend Developer with 9 years of experience. Skilled in Java, Spring Boot, SQL, REST API, Docker. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cloud Engineer. Required skills include AWS, Docker, Kubernetes, Terraform, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.15,low,low,30,23
"Data Scientist with 1 years of experience. Skilled in Python, Machine Learning, Pandas, NumPy, TensorFlow. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a DevOps Engineer. Required skills include Docker, Kubernetes, CI/CD, AWS, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.23,low,low,29,23
"Healthcare Analyst with 10 years of experience. Skilled in Healthcare Data, Excel, SQL, Reporting, Statistics. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Frontend Developer. Required skills include React, JavaScript, HTML, CSS, Redux. Candidate should possess strong communication skills and relevant industry experience.",0.1,low,low,29,23
"Data Scientist with 10 years of experience. Skilled in Python, Machine Learning, Pandas, NumPy, TensorFlow. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a AI Engineer. Required skills include LLMs, Python, NLP, Transformers, Vector DB. Candidate should possess strong communication skills and relevant industry experience.",0.17,low,low,29,24
"Data Analyst with 5 years of experience. Skilled in Python, SQL, Power BI, Tableau, Excel. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Sales Manager. Required skills include CRM, Sales, Leadership, Negotiation, Forecasting. Candidate should possess strong communication skills and relevant industry experience.",0.17,low,low,29,23
"Business Analyst with 5 years of experience. Skilled in SQL, Excel, Power BI, Communication, Reporting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cybersecurity Analyst. Required skills include SIEM, Network Security, Linux, SOC, Risk Analysis. Candidate should possess strong communication skills and relevant industry experience.",0.09,low,low,29,25
"DevOps Engineer with 8 years of experience. Skilled in Docker, Kubernetes, CI/CD, AWS, Linux. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Full Stack Developer. Required skills include React, Node.js, MongoDB, Express, REST API. Candidate should possess strong communication skills and relevant industry experience.",0.24,low,low,28,25
"Cybersecurity Analyst with 7 years of experience. Skilled in SIEM, Network Security, Linux, SOC, Risk Analysis. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Frontend Developer. Required skills include React, JavaScript, HTML, CSS, Redux. Candidate should possess strong communication skills and relevant industry experience.",0.12,low,low,30,23
"Business Analyst with 3 years of experience. Skilled in SQL, Excel, Power BI, Communication, Reporting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Data Scientist. Required skills include Python, Machine Learning, Pandas, NumPy, TensorFlow. Candidate should possess strong communication skills and relevant industry experience.",0.12,low,low,29,24
"Full Stack Developer with 9 years of experience. Skilled in React, Node.js, MongoDB, Express, REST API. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Marketing Manager. Required skills include SEO, Content Marketing, Analytics, Branding, Campaigns. Candidate should possess strong communication skills and relevant industry experience.",0.06,low,low,30,24
"Data Scientist with 5 years of experience. Skilled in Python, Machine Learning, Pandas, NumPy, TensorFlow. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Frontend Developer. Required skills include React, JavaScript, HTML, CSS, Redux. Candidate should possess strong communication skills and relevant industry experience.",0.11,low,low,29,23
"Sales Manager with 9 years of experience. Skilled in CRM, Sales, Leadership, Negotiation, Forecasting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Full Stack Developer. Required skills include React, Node.js, MongoDB, Express, REST API. Candidate should possess strong communication skills and relevant industry experience.",0.21,low,low,28,25
"Data Analyst with 9 years of experience. Skilled in Python, SQL, Power BI, Tableau, Excel. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Business Analyst. Required skills include SQL, Excel, Power BI, Communication, Reporting. Candidate should possess strong communication skills and relevant industry experience.",0.14,low,low,29,24
"Data Analyst with 9 years of experience. Skilled in Python, SQL, Power BI, Tableau, Excel. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a AI Engineer. Required skills include LLMs, Python, NLP, Transformers, Vector DB. Candidate should possess strong communication skills and relevant industry experience.",0.12,low,low,29,24
"Sales Manager with 8 years of experience. Skilled in CRM, Sales, Leadership, Negotiation, Forecasting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cybersecurity Analyst. Required skills include SIEM, Network Security, Linux, SOC, Risk Analysis. Candidate should possess strong communication skills and relevant industry experience.",0.2,low,low,28,25
"AI Engineer with 9 years of experience. Skilled in LLMs, Python, NLP, Transformers, Vector DB. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Backend Developer. Required skills include Java, Spring Boot, SQL, REST API, Docker. Candidate should possess strong communication skills and relevant industry experience.",0.08,low,low,29,25
"Backend Developer with 8 years of experience. Skilled in Java, Spring Boot, SQL, REST API, Docker. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cybersecurity Analyst. Required skills include SIEM, Network Security, Linux, SOC, Risk Analysis. Candidate should possess strong communication skills and relevant industry experience.",0.07,low,low,30,25
"Backend Developer with 1 years of experience. Skilled in Java, Spring Boot, SQL, REST API, Docker. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cloud Engineer. Required skills include AWS, Docker, Kubernetes, Terraform, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.16,low,low,30,23
"Data Scientist with 2 years of experience. Skilled in Python, Machine Learning, Pandas, NumPy, TensorFlow. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a AI Engineer. Required skills include LLMs, Python, NLP, Transformers, Vector DB. Candidate should possess strong communication skills and relevant industry experience.",0.14,low,low,29,24
"Data Scientist with 3 years of experience. Skilled in Python, Machine Learning, Pandas, NumPy, TensorFlow. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Business Analyst. Required skills include SQL, Excel, Power BI, Communication, Reporting. Candidate should possess strong communication skills and relevant industry experience.",0.15,low,low,29,24
"Healthcare Analyst with 9 years of experience. Skilled in Healthcare Data, Excel, SQL, Reporting, Statistics. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Backend Developer. Required skills include Java, Spring Boot, SQL, REST API, Docker. Candidate should possess strong communication skills and relevant industry experience.",0.19,low,low,29,25
"Full Stack Developer with 8 years of experience. Skilled in React, Node.js, MongoDB, Express, REST API. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Marketing Manager. Required skills include SEO, Content Marketing, Analytics, Branding, Campaigns. Candidate should possess strong communication skills and relevant industry experience.",0.25,low,low,30,24
"AI Engineer with 9 years of experience. Skilled in LLMs, Python, NLP, Transformers, Vector DB. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cybersecurity Analyst. Required skills include SIEM, Network Security, Linux, SOC, Risk Analysis. Candidate should possess strong communication skills and relevant industry experience.",0.08,low,low,29,25
"AI Engineer with 10 years of experience. Skilled in LLMs, Python, NLP, Transformers, Vector DB. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a HR Specialist. Required skills include Recruitment, Onboarding, Communication, HRMS, Employee Relations. Candidate should possess strong communication skills and relevant industry experience.",0.15,low,low,29,24
"HR Specialist with 2 years of experience. Skilled in Recruitment, Onboarding, Communication, HRMS, Employee Relations. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a ML Engineer. Required skills include Python, PyTorch, TensorFlow, Deep Learning, MLOps. Candidate should possess strong communication skills and relevant industry experience.",0.11,low,low,29,24
"Sales Manager with 7 years of experience. Skilled in CRM, Sales, Leadership, Negotiation, Forecasting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Marketing Manager. Required skills include SEO, Content Marketing, Analytics, Branding, Campaigns. Candidate should possess strong communication skills and relevant industry experience.",0.12,low,low,28,24
"Sales Manager with 5 years of experience. Skilled in CRM, Sales, Leadership, Negotiation, Forecasting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cloud Engineer. Required skills include AWS, Docker, Kubernetes, Terraform, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.21,low,low,28,23
"Backend Developer with 5 years of experience. Skilled in Java, Spring Boot, SQL, REST API, Docker. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Healthcare Analyst. Required skills include Healthcare Data, Excel, SQL, Reporting, Statistics. Candidate should possess strong communication skills and relevant industry experience.",0.22,low,low,30,24
"DevOps Engineer with 8 years of experience. Skilled in Docker, Kubernetes, CI/CD, AWS, Linux. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Business Analyst. Required skills include SQL, Excel, Power BI, Communication, Reporting. Candidate should possess strong communication skills and relevant industry experience.",0.22,low,low,28,24
"Cybersecurity Analyst with 8 years of experience. Skilled in SIEM, Network Security, Linux, SOC, Risk Analysis. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cloud Engineer. Required skills include AWS, Docker, Kubernetes, Terraform, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.12,low,low,30,23
"Cloud Engineer with 9 years of experience. Skilled in AWS, Docker, Kubernetes, Terraform, Linux. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Sales Manager. Required skills include CRM, Sales, Leadership, Negotiation, Forecasting. Candidate should possess strong communication skills and relevant industry experience.",0.13,low,low,28,23
"HR Specialist with 4 years of experience. Skilled in Recruitment, Onboarding, Communication, HRMS, Employee Relations. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Frontend Developer. Required skills include React, JavaScript, HTML, CSS, Redux. Candidate should possess strong communication skills and relevant industry experience.",0.25,low,low,29,23
"AI Engineer with 7 years of experience. Skilled in LLMs, Python, NLP, Transformers, Vector DB. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a DevOps Engineer. Required skills include Docker, Kubernetes, CI/CD, AWS, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.1,low,low,29,23
"Sales Manager with 1 years of experience. Skilled in CRM, Sales, Leadership, Negotiation, Forecasting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Full Stack Developer. Required skills include React, Node.js, MongoDB, Express, REST API. Candidate should possess strong communication skills and relevant industry experience.",0.11,low,low,28,25
"Cybersecurity Analyst with 7 years of experience. Skilled in SIEM, Network Security, Linux, SOC, Risk Analysis. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Healthcare Analyst. Required skills include Healthcare Data, Excel, SQL, Reporting, Statistics. Candidate should possess strong communication skills and relevant industry experience.",0.13,low,low,30,24
"Business Analyst with 3 years of experience. Skilled in SQL, Excel, Power BI, Communication, Reporting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Sales Manager. Required skills include CRM, Sales, Leadership, Negotiation, Forecasting. Candidate should possess strong communication skills and relevant industry experience.",0.15,low,low,29,23
"Data Analyst with 9 years of experience. Skilled in Python, SQL, Power BI, Tableau, Excel. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a ML Engineer. Required skills include Python, PyTorch, TensorFlow, Deep Learning, MLOps. Candidate should possess strong communication skills and relevant industry experience.",0.24,low,low,29,24
"Frontend Developer with 2 years of experience. Skilled in React, JavaScript, HTML, CSS, Redux. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Marketing Manager. Required skills include SEO, Content Marketing, Analytics, Branding, Campaigns. Candidate should possess strong communication skills and relevant industry experience.",0.22,low,low,28,24
"Cybersecurity Analyst with 9 years of experience. Skilled in SIEM, Network Security, Linux, SOC, Risk Analysis. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Data Scientist. Required skills include Python, Machine Learning, Pandas, NumPy, TensorFlow. Candidate should possess strong communication skills and relevant industry experience.",0.23,low,low,30,24
"Data Analyst with 3 years of experience. Skilled in Python, SQL, Power BI, Tableau, Excel. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Healthcare Analyst. Required skills include Healthcare Data, Excel, SQL, Reporting, Statistics. Candidate should possess strong communication skills and relevant industry experience.",0.13,low,low,29,24
"Business Analyst with 2 years of experience. Skilled in SQL, Excel, Power BI, Communication, Reporting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a ML Engineer. Required skills include Python, PyTorch, TensorFlow, Deep Learning, MLOps. Candidate should possess strong communication skills and relevant industry experience.",0.14,low,low,29,24
"Backend Developer with 10 years of experience. Skilled in Java, Spring Boot, SQL, REST API, Docker. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Frontend Developer. Required skills include React, JavaScript, HTML, CSS, Redux. Candidate should possess strong communication skills and relevant industry experience.",0.19,low,low,30,23
"Business Analyst with 6 years of experience. Skilled in SQL, Excel, Power BI, Communication, Reporting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Data Scientist. Required skills include Python, Machine Learning, Pandas, NumPy, TensorFlow. Candidate should possess strong communication skills and relevant industry experience.",0.22,low,low,29,24
"Marketing Manager with 7 years of experience. Skilled in SEO, Content Marketing, Analytics, Branding, Campaigns. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Cloud Engineer. Required skills include AWS, Docker, Kubernetes, Terraform, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.24,low,low,29,23
"Business Analyst with 8 years of experience. Skilled in SQL, Excel, Power BI, Communication, Reporting. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a Healthcare Analyst. Required skills include Healthcare Data, Excel, SQL, Reporting, Statistics. Candidate should possess strong communication skills and relevant industry experience.",0.22,low,low,29,24
"Data Analyst with 2 years of experience. Skilled in Python, SQL, Power BI, Tableau, Excel. Delivered multiple successful projects and collaborated with teams. Strong problem solving and analytical skills.","Looking for a DevOps Engineer. Required skills include Docker, Kubernetes, CI/CD, AWS, Linux. Candidate should possess strong communication skills and relevant industry experience.",0.1,low,low,29,23
